id,observed_on,latitude,longitude,positional_accuracy,private_place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
188892421,2023-10-24,43.6478024694,-79.4630220389,,,Eastern Gray Squirrel,Sciurus carolinensis,东美松鼠,Mammalia,46017
188897408,2023-09-18,43.6501898439,-79.4635999357,512,,horseweed,Erigeron canadensis,小蓬草,Plantae,76907
188909416,2023-10-25,43.6514611111,-79.4631888889,,,common yarrow,Achillea millefolium,蓍,Plantae,52821
189034649,2023-10-26,43.6417599707,-79.4868919185,165,,silver maple,Acer saccharinum,银白槭,Plantae,54762
189036071,2023-10-26,43.6411707699,-79.4854981249,69,,Shaggy Mane,Coprinus comatus,毛头鬼伞,Fungi,47392
189036820,2023-10-26,43.640089085,-79.4855295751,35,,Paper Pondshell,Utterbackia imbecillis,脆弱乌特蚌,Mollusca,151761
189121139,2023-10-26,43.6413442061,-79.4852540584,66,,Quagga Mussel,Dreissena bugensis,布格河饰贝,Mollusca,151570
189162177,2023-10-27,43.6527398801,-79.4906397353,8,,spotted jewelweed,Impatiens capensis,斑点凤仙花,Plantae,47888
189162331,2023-10-27,43.6524075155,-79.4902552629,87,,purple loosestrife,Lythrum salicaria,千屈菜,Plantae,61321
189167661,2023-10-27,43.65123,-79.4882583333,26,,Meloe campanicollis,Meloe campanicollis,,Insecta,322879
189186810,2023-10-22,43.6521637918,-79.4921455658,31,,Chinook Salmon,Oncorhynchus tshawytscha,帝王鲑,Actinopterygii,54191
189196251,2023-10-14,43.6561897252,-79.4470364756,14,,northern whitecedar,Thuja occidentalis,北美香柏,Plantae,54037
189277245,2023-10-22,43.6522604143,-79.4926203614,31,,American Herring Gull,Larus smithsonianus,灰背鸥,Aves,1578489
189371526,2023-10-27,43.643025,-79.464585,,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
189371527,2023-10-27,43.6430783333,-79.4646683333,,,Red-bellied Woodpecker,Melanerpes carolinus,红腹啄木鸟,Aves,18205
189371528,2023-10-27,43.6430783333,-79.4646683333,,,Eastern Chipmunk,Tamias striatus,东美花鼠,Mammalia,46217
189371533,2023-10-27,43.6431233333,-79.4647516667,,,White-breasted Nuthatch,Sitta carolinensis,白胸䴓,Aves,14801
189371536,2023-10-27,43.6462066667,-79.4657133333,,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
189372221,2023-10-28,43.6510223,-79.4913569997,,,tomato,Solanum lycopersicum,番茄,Plantae,51737
189396691,2023-10-29,43.6421161939,-79.4574184507,85,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
189484529,2023-10-30,43.6417416667,-79.4720083333,40,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
189537782,2023-10-20,43.6447481404,-79.4644527344,244,,Eastern Gray Squirrel,Sciurus carolinensis,东美松鼠,Mammalia,46017
189572886,2023-10-22,43.65215059,-79.49181795,9,,Chinook Salmon,Oncorhynchus tshawytscha,帝王鲑,Actinopterygii,54191
189622572,2023-10-31,43.6494366667,-79.462845,6,,garlic mustard,Alliaria petiolata,葱芥,Plantae,56061
189622595,2023-10-31,43.649445,-79.4627916667,6,,Greater celandine,Chelidonium majus,白屈菜,Plantae,55757
189622748,2023-10-31,43.6497116667,-79.462045,32,,northern red oak,Quercus rubra,北美红栎,Plantae,49005
189622817,2023-10-31,43.650425,-79.4625033333,128,,white oak,Quercus alba,美洲白橡,Plantae,54779
189622836,2023-10-31,43.6483083333,-79.4624866667,16,,black knot,Apiosporina morbosa,李黑节病菌,Fungi,58700
189622885,2023-10-31,43.645325,-79.4641283333,48,,eastern white pine,Pinus strobus,北美乔松,Plantae,52391
189622896,2023-10-31,43.64478,-79.4612116667,32,,common buckthorn,Rhamnus cathartica,药鼠李,Plantae,54811
189622945,2023-10-31,43.6449466667,-79.4622716667,64,,Brown-lipped Snail,Cepaea nemoralis,森林葱蜗牛,Mollusca,48586
189622958,2023-10-31,43.6512033333,-79.4637133333,25,,common milkweed,Asclepias syriaca,叙利亚马利筋,Plantae,47911
189658092,2023-10-28,43.651005,-79.458855,4426,,White-breasted Nuthatch,Sitta carolinensis,白胸䴓,Aves,14801
189669090,2023-10-01,43.653175,-79.463105,5,,Woolly Oak Gall Wasp,Callirhytis lanata,,Insecta,623310
189673287,2023-10-15,43.6338472222,-79.4709138889,,,Cicoria comune,Cichorium intybus,菊苣,Plantae,52913
189683106,2023-11-01,43.6502716667,-79.4691,45,,winged euonymus,Euonymus alatus,卫矛,Plantae,117433
189772119,2023-11-02,43.6417503357,-79.4611206055,5,,winged euonymus,Euonymus alatus,卫矛,Plantae,117433
189774679,2023-10-27,43.6517494,-79.4903289,184,,Common Snapping Turtle,Chelydra serpentina,拟鳄龟,Reptilia,39682
189888422,2023-10-27,43.6521933307,-79.4691917673,27,,Eastern Garter Snake,Thamnophis sirtalis sirtalis,剑纹带蛇指名亚种,Reptilia,28365
189899113,2023-11-03,43.6428030315,-79.4588129595,66,,Autumn Meadowhawk,Sympetrum vicinum,,Insecta,68139
189979326,2023-11-04,43.6491889973,-79.4625448343,9,,Shaggy Mane,Coprinus comatus,毛头鬼伞,Fungi,47392
189980384,2023-11-04,43.6496976531,-79.4617519901,360,,eastern white pine,Pinus strobus,北美乔松,Plantae,52391
190014772,2021-08-23,43.6498814828,-79.462152921,300,,Blinded Sphinx,Paonias excaecata,,Insecta,49716
190113190,2023-11-04,43.6423783333,-79.473005,27,,sassafras,Sassafras albidum,北美檫樹,Plantae,54795
190137396,2023-11-05,43.649555,-79.4858633333,23,,Green Stink Bug,Chinavia hilaris,,Insecta,485010
190171227,2023-11-05,43.6474216667,-79.46862,4,,Ganoderma megaloma,Ganoderma megaloma,大堡灵芝,Fungi,446812
190172662,2023-11-05,43.6474133333,-79.4679416667,4,,red osier dogwood,Cornus sericea,紅枝山茱萸,Plantae,53387
190173715,2023-11-05,43.6453633333,-79.4689116667,4,,common buckthorn,Rhamnus cathartica,药鼠李,Plantae,54811
190173814,2023-11-05,43.6492666667,-79.4704666667,6,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
190418268,2023-09-16,43.651297954,-79.4691105269,50,,winged euonymus,Euonymus alatus,卫矛,Plantae,117433
190436913,2023-07-17,43.6526143342,-79.4634962082,122,,Condylostylus comatus,Condylostylus comatus,,Insecta,318558
190573436,2023-11-09,43.6507516199,-79.4912455603,47,,Bald Eagle,Haliaeetus leucocephalus,白头海雕,Aves,5305
190573681,2023-11-10,43.6416666667,-79.47117,25,,Northern Shoveler,Spatula clypeata,琵嘴鸭,Aves,558438
190627545,2023-11-10,43.6545571876,-79.4776905591,755,,German Yellowjacket,Vespula germanica,德国黄胡蜂,Insecta,126155
190689822,2023-11-11,43.64182,-79.46917,22,,Coyote,Canis latrans,郊狼,Mammalia,42051
190749731,2023-11-11,43.6513366667,-79.4636166667,19,,Western Conifer Seed Bug,Leptoglossus occidentalis,西部喙缘蝽,Insecta,67771
190750935,2023-11-11,43.6465461293,-79.4636902213,2258,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
190756695,2023-09-24,43.6422442443,-79.4877932363,769,,Double-crested Cormorant,Nannopterum auritum,双冠鸬鹚,Aves,1454382
190756923,2023-09-24,43.6412336448,-79.4832461119,1308,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
190906562,2023-11-02,43.6521763578,-79.4919462524,76,,Grande Aigrette,Ardea alba,大白鹭,Aves,144455
191084960,2023-11-15,43.6501027778,-79.4467388889,,,Northern Cardinal,Cardinalis cardinalis,北美红雀,Aves,9083
191174321,2022-06-09,43.65076246,-79.46371739,6,,Eastern Eyed Click Beetle,Alaus oculatus,,Insecta,81706
191175021,2023-07-05,43.64697135,-79.45822225,786,,Valiant Long-horned Bee,Melissodes illatus,,Insecta,747145
191175621,2023-11-16,43.6539216667,-79.4646616667,55,,Common Snowberry,Symphoricarpos albus,白雪果,Plantae,48523
191196189,2023-10-08,43.6355783333,-79.486175,4,,big bluestem,Andropogon gerardi,杰氏须芒草,Plantae,121968
191200840,2023-11-16,43.6534530033,-79.4910073102,12,,Black Tar Spot,Rhytisma acerinum,槭斑痣盘菌,Fungi,130935
191220013,2023-10-04,43.643156172,-79.4611929323,409,,Great Egret,Ardea alba,大白鹭,Aves,144455
191220014,2023-10-04,43.643156172,-79.4611929323,409,,Great Egret,Ardea alba,大白鹭,Aves,144455
191220015,2023-10-04,43.643156172,-79.4611929323,409,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191220019,2023-10-04,43.643156172,-79.4611929323,409,,Black-crowned Night Heron,Nycticorax nycticorax,夜鹭,Aves,4981
191220021,2023-10-04,43.643156172,-79.4611929323,409,,Great Egret,Ardea alba,大白鹭,Aves,144455
191220022,2023-10-04,43.643156172,-79.4611929323,409,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
191220026,2023-10-04,43.643156172,-79.4611929323,409,,Great Egret,Ardea alba,大白鹭,Aves,144455
191220027,2023-10-04,43.643156172,-79.4611929323,409,,Great Egret,Ardea alba,大白鹭,Aves,144455
191220029,2023-10-04,43.643156172,-79.4611929323,409,,Eastern Grey Squirrel,Sciurus carolinensis,东美松鼠,Mammalia,46017
191220030,2023-10-04,43.643156172,-79.4611929323,409,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
191220031,2023-10-04,43.643156172,-79.4611929323,409,,Blue Jay,Cyanocitta cristata,冠蓝鸦,Aves,8229
191220035,2023-10-04,43.643156172,-79.4611929323,409,,Canada Goose,Branta canadensis,加拿大雁,Aves,7089
191220036,2023-10-04,43.643156172,-79.4611929323,409,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
191220038,2023-10-04,43.643156172,-79.4611929323,409,,Canada Goose,Branta canadensis,加拿大雁,Aves,7089
191220039,2023-10-04,43.643156172,-79.4611929323,409,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191220040,2023-10-04,43.643156172,-79.4611929323,409,,Black-throated Blue Warbler,Setophaga caerulescens,黑喉蓝林莺,Aves,199916
191224726,2023-11-16,43.6489797254,-79.4707521039,15,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
191228530,2023-10-16,43.6456989,-79.4912016,110,,Eastern American Toad,Anaxyrus americanus americanus,美洲蟾蜍指名（东部）亚种,Amphibia,123594
191228531,2023-10-16,43.6456989,-79.4912016,110,,Black-capped Chickadee,Poecile atricapillus,黑顶山雀,Aves,144815
191228532,2023-10-16,43.6456989,-79.4912016,110,,Eastern Chipmunk,Tamias striatus,东美花鼠,Mammalia,46217
191228533,2023-10-16,43.6456989,-79.4912016,110,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191228534,2023-10-16,43.6456989,-79.4912016,110,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191228535,2023-10-16,43.6456989,-79.4912016,110,,Belted Kingfisher,Megaceryle alcyon,带鱼狗,Aves,2548
191228536,2023-10-16,43.6456989,-79.4912016,110,,Belted Kingfisher,Megaceryle alcyon,带鱼狗,Aves,2548
191228537,2023-10-16,43.6456989,-79.4912016,110,,silver maple,Acer saccharinum,银白槭,Plantae,54762
191228538,2023-10-16,43.6456989,-79.4912016,110,,bittersweet nightshade,Solanum dulcamara,欧白英,Plantae,55620
191242514,2023-11-07,43.6508521993,-79.467118538,15,,Canadian wild ginger,Asarum canadense,加拿大细辛,Plantae,56325
191242516,2023-11-07,43.6509198281,-79.4670997626,8,,Merlin,Falco columbarius,灰背隼,Aves,4672
191242517,2023-11-07,43.6507155063,-79.4679689078,28,,Greater celandine,Chelidonium majus,白屈菜,Plantae,55757
191242519,2023-11-07,43.6506637548,-79.4681144955,34,,winged euonymus,Euonymus alatus,卫矛,Plantae,117433
191242521,2023-11-07,43.64816466,-79.4704589734,25,,Wilson's Snipe,Gallinago delicata,威氏鹬,Aves,144496
191244548,2023-11-07,43.6410111743,-79.4638649429,31,,Hooded Merganser,Lophodytes cucullatus,棕胁秋沙鸭,Aves,7109
191257898,2023-11-16,43.64338,-79.4715366667,35,,Downy Woodpecker,Dryobates pubescens,绒啄木鸟,Aves,792988
191379046,2023-11-18,43.6380916667,-79.4660416667,12,,Hooded Merganser,Lophodytes cucullatus,棕胁秋沙鸭,Aves,7109
191382347,2023-11-18,43.64658,-79.470695,59,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
191393425,2023-11-18,43.6485466667,-79.4807283333,4,,Japanese pachysandra,Pachysandra terminalis,顶花板凳果,Plantae,142928
191393511,2023-11-18,43.648475,-79.4809416667,16,,common milkweed,Asclepias syriaca,叙利亚马利筋,Plantae,47911
191423719,2023-11-18,43.6487645691,-79.4744335449,7,,Downy Woodpecker,Dryobates pubescens,绒啄木鸟,Aves,792988
191423899,2023-11-18,43.6336636468,-79.46740048,122,,Canard chipeau,Mareca strepera,赤膀鸭,Aves,558439
191423939,2023-11-18,43.6338810713,-79.4674219377,122,,Canard chipeau,Mareca strepera,赤膀鸭,Aves,558439
191425145,2023-11-18,43.6367618709,-79.4565321691,122,,cygne trompette,Cygnus buccinator,黑嘴天鹅,Aves,6915
191425292,2023-11-18,43.6367618709,-79.4565321691,122,,cygne trompette,Cygnus buccinator,黑嘴天鹅,Aves,6915
191425327,2023-11-18,43.6367618709,-79.4565321691,122,,cygne trompette,Cygnus buccinator,黑嘴天鹅,Aves,6915
191425367,2023-11-18,43.6527366667,-79.4633166667,55,,Oriental bittersweet,Celastrus orbiculatus,南蛇藤,Plantae,64540
191425494,2023-11-18,43.6367618709,-79.4565321691,122,,petit garrot,Bucephala albeola,白枕鹊鸭,Aves,6993
191425960,2023-11-18,43.6396435548,-79.4693336757,123,,Harle couronné,Lophodytes cucullatus,棕胁秋沙鸭,Aves,7109
191426296,2023-11-18,43.6396435548,-79.4693336757,123,,Harle couronné,Lophodytes cucullatus,棕胁秋沙鸭,Aves,7109
191426730,2023-11-18,43.6396435548,-79.4693336757,123,,Canard souchet,Spatula clypeata,琵嘴鸭,Aves,558438
191426789,2023-11-18,43.6396435548,-79.4693336757,123,,Canard souchet,Spatula clypeata,琵嘴鸭,Aves,558438
191444436,2023-11-18,43.6462904461,-79.4694202312,17,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
191444437,2023-11-18,43.6438232207,-79.4673748576,15,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
191444438,2023-11-18,43.6449626453,-79.4589457505,8,,Black-capped Chickadee,Poecile atricapillus,黑顶山雀,Aves,144815
191444439,2023-11-18,43.6448716373,-79.4591511683,8,,White-breasted Nuthatch,Sitta carolinensis,白胸䴓,Aves,14801
191444440,2023-11-18,43.6487094441,-79.4702355002,39,,Eastern Grey Squirrel,Sciurus carolinensis,东美松鼠,Mammalia,46017
191444441,2023-11-18,43.6447762633,-79.4590895893,32,,Cooper's Hawk,Astur cooperii,库氏鹰,Aves,1579017
191444442,2023-11-18,43.645004042,-79.4589756336,19,,White-throated Sparrow,Zonotrichia albicollis,白喉带鹀,Aves,9184
191444443,2023-11-18,43.6448521451,-79.4591211052,15,,Downy Woodpecker,Dryobates pubescens,绒啄木鸟,Aves,792988
191444444,2023-11-18,43.6449608372,-79.4588528843,31,,Dark-eyed Junco,Junco hyemalis,暗眼灯草鹀,Aves,10094
191500397,2023-11-19,43.6505216667,-79.4917966667,12,,black locust,Robinia pseudoacacia,刺槐,Plantae,56088
191510065,2023-11-18,43.6446688594,-79.4586630504,31,,Red-breasted Nuthatch,Sitta canadensis,红胸䴓,Aves,14823
191540479,2023-11-19,43.6516633333,-79.471475,8,,House Centipede,Scutigera coleoptrata,鞘翅蚰,Animalia,49552
191781665,2023-09-23,43.6485804174,-79.4629284178,192,,Antlered Flutter Fly,Toxonevra superba,,Insecta,366237
191781671,2023-09-23,43.6479849833,-79.465455,,,Red-banded Leafhopper,Graphocephala coccinea,,Insecta,56925
191781673,2023-09-23,43.6479916667,-79.465445,,,Goldenrod Gall Fly,Eurosta solidaginis,金针瘿蝇,Insecta,85317
191781676,2023-09-23,43.64883165,-79.465535,,,black oak,Quercus velutina,美洲黑栎,Plantae,49006
191781678,2023-09-23,43.6482183167,-79.46593,,,Northern Paper Wasp,Polistes fuscatus,北方造纸胡蜂,Insecta,52757
191781680,2023-09-23,43.648215,-79.4660999833,,,Philanthus solivagus,Philanthus solivagus,,Insecta,203311
191781681,2023-09-23,43.6478549833,-79.4654666667,,,Locust Borer,Megacyllene robiniae,,Insecta,83802
191781690,2023-09-23,43.64824,-79.4657916667,,,Fitchia aptera,Fitchia aptera,,Insecta,479094
191781694,2023-09-23,43.6481433167,-79.4682083333,,,northern red oak,Quercus rubra,北美红栎,Plantae,49005
191781695,2023-09-23,43.6480316667,-79.4685333333,,,Phyllocnistis vitifoliella,Phyllocnistis vitifoliella,,Insecta,334374
191781696,2023-09-23,43.6480316667,-79.4685333333,,,riverbank grape,Vitis riparia,河岸葡萄,Plantae,119936
191781697,2023-09-23,43.6480749833,-79.4685433167,,,Burdock Leafminer,Liriomyza arctii,,Insecta,578545
191781698,2023-09-23,43.6480749833,-79.4685433167,,,Calycomyza flavinotum,Calycomyza flavinotum,,Insecta,578542
191781717,2023-09-23,43.64813665,-79.4687933333,,,common buckthorn,Rhamnus cathartica,药鼠李,Plantae,54811
191781719,2023-09-23,43.6481349833,-79.4687266667,,,Liriomyza smilacinae,Liriomyza smilacinae,,Insecta,743374
191781724,2023-09-23,43.6481349833,-79.4687266667,,,Starry False Solomon's-seal,Maianthemum stellatum,星花舞鹤草,Plantae,53268
191905299,2023-11-06,43.6465479,-79.4636903,2251,,Eastern Chipmunk,Tamias striatus,东美花鼠,Mammalia,46217
191905300,2023-11-06,43.6465479,-79.4636903,2251,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
191905302,2023-11-06,43.6465479,-79.4636903,2251,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191905303,2023-11-06,43.6465479,-79.4636903,2251,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191905304,2023-11-06,43.6465479,-79.4636903,2251,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
191905305,2023-11-06,43.6465479,-79.4636903,2251,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
191905307,2023-11-06,43.6465479,-79.4636903,2251,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
191905308,2023-11-06,43.6465479,-79.4636903,2251,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
191905309,2023-11-06,43.6465479,-79.4636903,2251,,Northern Cardinal,Cardinalis cardinalis,北美红雀,Aves,9083
191905310,2023-11-06,43.6465479,-79.4636903,2251,,Eastern Grey Squirrel,Sciurus carolinensis,东美松鼠,Mammalia,46017
191905311,2023-11-06,43.6465479,-79.4636903,2251,,Eastern Grey Squirrel,Sciurus carolinensis,东美松鼠,Mammalia,46017
191905346,2023-11-06,43.6465479,-79.4636903,2251,,Shaggy Mane,Coprinus comatus,毛头鬼伞,Fungi,47392
191905347,2023-11-06,43.6465479,-79.4636903,2251,,Dark-eyed Junco,Junco hyemalis,暗眼灯草鹀,Aves,10094
191989180,2023-11-24,43.6495166667,-79.4858383333,7,,black cherry,Prunus serotina,野黑樱,Plantae,54834
192027982,2023-11-24,43.6449759096,-79.4692802988,31,,Common Merganser,Mergus merganser,普通秋沙鸭,Aves,7004
192027983,2023-11-24,43.64621153,-79.469781553,31,,Northern Shoveler,Spatula clypeata,琵嘴鸭,Aves,558438
192027984,2023-11-24,43.6442801884,-79.4688862741,31,,Hooded Merganser,Lophodytes cucullatus,棕胁秋沙鸭,Aves,7109
192027986,2023-11-24,43.6426851756,-79.4663777853,31,,American Goldfinch,Spinus tristis,北美金翅雀,Aves,145310
192027987,2023-11-24,43.6437916977,-79.4685088345,61,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
192027988,2023-11-24,43.6472958315,-79.4593820709,31,,Downy Woodpecker,Dryobates pubescens,绒啄木鸟,Aves,792988
192027990,2023-11-24,43.6434022128,-79.466555915,61,,Red-bellied Woodpecker,Melanerpes carolinus,红腹啄木鸟,Aves,18205
192110849,2023-11-25,43.6500000205,-79.4628317585,4,,climbing euonymus,Euonymus fortunei,扶芳藤,Plantae,130893
192139036,2023-11-25,43.6493512059,-79.4657171373,2873,,black raspberry,Rubus occidentalis,喜阴悬钩子,Plantae,125489
192140530,2023-11-25,43.6556811006,-79.463202482,2873,,common buckthorn,Rhamnus cathartica,药鼠李,Plantae,54811
192240260,2023-11-26,43.6413133333,-79.4632333333,5,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
192267076,2023-11-26,43.6410863669,-79.463119278,35,,Great Blue Heron,Ardea herodias,大蓝鹭,Aves,4956
192347863,2023-11-27,43.653462887,-79.4612013668,5,,eastern white pine,Pinus strobus,北美乔松,Plantae,52391
192372069,2023-11-27,43.647575,-79.461525,9,,guelder-rose,Viburnum opulus,欧洲荚蒾,Plantae,55969
192404241,2022-05-25,43.63461324,-79.48407006,5,,large white trillium,Trillium grandiflorum,大花延龄草,Plantae,55402
192404411,2022-08-05,43.64666098,-79.46600889,8,,white flat-topped goldenrod,Solidago ptarmicoides,银房菊,Plantae,144194
192404590,2022-08-09,43.64620378,-79.45755758,5,,pearly everlasting,Anaphalis margaritacea,珠光香青,Plantae,52833
192404636,2022-08-10,43.65056869,-79.46344893,7,,Indiangrass,Sorghastrum nutans,蓝刚草,Plantae,122608
192404660,2022-08-10,43.65050108,-79.46324322,3,,round-headed bush clover,Lespedeza capitata,头状胡枝子,Plantae,125186
192404709,2022-08-10,43.65087691,-79.462573,4,,common ragweed,Ambrosia artemisiifolia,豚草,Plantae,53587
192404812,2022-08-12,43.65072118,-79.46220619,7,,rabbitfoot clover,Trifolium arvense,田车轴草,Plantae,79408
192404871,2022-08-16,43.64546661,-79.46564625,9,,bladder campion,Silene vulgaris,白玉草,Plantae,55721
192404879,2022-08-16,43.64550487,-79.46556423,3,,stiff-leaved goldenrod,Solidago rigida,金房菊,Plantae,125721
192405070,2022-09-08,43.65085145,-79.45906406,6,,giant foxtail,Setaria faberi,大狗尾草,Plantae,79067
192405075,2022-09-08,43.65079452,-79.45919793,4,,viper's-bugloss,Echium vulgare,蓝蓟,Plantae,56174
192405223,2023-04-28,43.647275,-79.4681805556,,,European lily of the valley,Convallaria majalis,欧铃兰,Plantae,48206
192405682,2023-06-07,43.64583057,-79.4622222,9,,broadleaf enchanter's nightshade,Circaea canadensis,加拿大水珠草,Plantae,204271
192405702,2023-06-08,43.64731969,-79.46524875,5,,Smooth Meadow-grass,Poa pratensis,草地早熟禾,Plantae,60307
192405745,2023-06-15,43.6460944444,-79.4655555556,,,Smooth Meadow-grass,Poa pratensis,草地早熟禾,Plantae,60307
192405753,2023-06-15,43.6460944444,-79.4655555556,,,Smooth Brome,Bromus inermis,无芒雀麦,Plantae,75903
192405770,2023-06-15,43.6460944444,-79.4655555556,,,orchard grass,Dactylis glomerata,鸭茅,Plantae,52720
192405779,2023-06-15,43.6460944444,-79.4655555556,,,meadow fescue,Lolium pratense,草地黑麦草,Plantae,866252
192405789,2023-06-28,43.6474305556,-79.4648277778,,,nipplewort,Lapsana communis,菊苣尾水芹,Plantae,55981
192405946,2023-07-24,43.6496833333,-79.4642527778,,,nipplewort,Lapsana communis,菊苣尾水芹,Plantae,55981
192406108,2023-08-02,43.63503931,-79.48587337,5,,common mugwort,Artemisia vulgaris,北艾,Plantae,52856
192406421,2023-08-28,43.64248678,-79.46022986,18,,northern spicebush,Lindera benzoin,桂皮钓樟,Plantae,54793
192406425,2023-08-30,43.64683268,-79.46656333,6,,flowering spurge,Euphorbia corollata,花大戟,Plantae,81824
192406562,2023-09-14,43.6507816992,-79.4811010887,3,,straw-colored flatsedge,Cyperus strigosus,稻色莎草,Plantae,59063
192406572,2023-09-14,43.6387928,-79.4644794,4,,European water-horehound,Lycopus europaeus,欧地笋,Plantae,133036
192447484,2023-11-26,43.6423053997,-79.4880595,,,Lumpy Bracket,Trametes gibbosa,迷宫栓孔菌,Fungi,410641
192460539,2023-11-28,43.6471216667,-79.457795,3,,round-headed bush clover,Lespedeza capitata,头状胡枝子,Plantae,125186
192595205,2023-11-29,43.6402869602,-79.4564891607,13,,Virginia Opossum,Didelphis virginiana,北美负鼠,Mammalia,42652
192655761,2023-05-22,43.650924,-79.4915809722,,,Canada Goose,Branta canadensis,加拿大雁,Aves,7089
192655957,2021-08-15,43.6506007884,-79.4910284059,99,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
192656190,2023-11-30,43.641395,-79.4705716667,20,,Muskrat,Ondatra zibethicus,麝鼠,Mammalia,45763
192681945,2023-11-30,43.642025,-79.46238,11,,American Red Squirrel,Tamiasciurus hudsonicus,北美红松鼠,Mammalia,46260
192751517,2023-11-28,43.6441069469,-79.4596911291,80,,Red-bellied Woodpecker,Melanerpes carolinus,红腹啄木鸟,Aves,18205
192751518,2023-11-28,43.6461605813,-79.4612953615,80,,Cooper's Hawk,Astur cooperii,库氏鹰,Aves,1579017
192751520,2023-11-28,43.6528373282,-79.460267262,40,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
192758900,2023-12-01,43.6515883333,-79.4637083333,54,,Bruce Spanworm Moth,Operophtera bruceata,,Insecta,121236
192776137,2022-06-18,43.6481325892,-79.4625807089,183,,Question Mark,Polygonia interrogationis,长尾钩蛱蝶,Insecta,58579
192776138,2022-06-18,43.6477910029,-79.4618082327,126,,Ruby-throated Hummingbird,Archilochus colubris,红喉北蜂鸟,Aves,6432
192776139,2022-06-18,43.6481339831,-79.4625651039,244,,Indigo Bunting,Passerina cyanea,靛蓝彩鹀,Aves,10227
192776537,2022-06-18,43.6477594547,-79.4618980828,130,,House Wren,Troglodytes aedon,莺鹪鹩,Aves,7562
192776538,2022-06-18,43.6447104778,-79.4668436054,244,,Brown-headed Cowbird,Molothrus ater,褐头牛鹂,Aves,10373
192776539,2022-06-18,43.6427570363,-79.4669265344,137,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
192776542,2022-06-18,43.6411561206,-79.4676407301,244,,Black-crowned Night Heron,Nycticorax nycticorax,夜鹭,Aves,4981
192776543,2022-06-18,43.6426518331,-79.4678831748,180,,Caspian Tern,Hydroprogne caspia,红嘴巨燕鸥,Aves,144537
192776544,2022-06-18,43.6415213578,-79.4643484832,156,,Purple Martin,Progne subis,紫崖燕,Aves,11867
192821323,2023-06-07,43.6541866667,-79.4596513889,,,Goutweed,Aegopodium podagraria,羊角芹,Plantae,51741
192873832,2023-12-02,43.653075,-79.48442,40,,Smokebush,Cotinus coggygria,黄栌,Plantae,133366
192887331,2023-12-02,43.6514376788,-79.463191514,261,,shield lichen,Parmelia sulcata,槽梅衣,Fungi,54734
192915585,2023-12-02,43.6349550276,-79.4642998464,217,,cygne trompette,Cygnus buccinator,黑嘴天鹅,Aves,6915
192916506,2023-12-02,43.6363088229,-79.4603516347,71,,Canard chipeau,Mareca strepera,赤膀鸭,Aves,558439
192916635,2023-12-02,43.6368523586,-79.4595040567,136,,Paruline à croupion jaune,Setophaga coronata,黄腰林莺,Aves,145245
192916689,2023-12-02,43.6364330601,-79.4597615488,91,,petit garrot,Bucephala albeola,白枕鹊鸭,Aves,6993
192917176,2023-12-02,43.6346626174,-79.4666771644,123,,Merle d'Amérique,Turdus migratorius,旅鸫,Aves,12727
192962252,2023-12-02,43.6454722222,-79.4487777778,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
192966632,2023-12-03,43.6420130781,-79.471241998,375,,Meadow Vole,Microtus pennsylvanicus,草原田鼠,Mammalia,44311
192996306,2023-09-16,43.6537539076,-79.44997023,23,,Western Honey Bee,Apis mellifera,西方蜜蜂,Insecta,47219
